Enrollment Number,Day,Shift,Course,Slot,LHC NO.,Seat-Number
2022AP34852,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,A13
2022AP34853,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,H45
2022AP34854,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,I17
2022AP34855,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,I25
2022AP34856,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,G21
2022AP34857,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,H15
2022AP34858,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,H25
2022AP34859,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,F17
2022AP34860,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,I1
2022AP34861,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,G9
2022AP34862,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,D7
2022AP34863,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,H15
2022AP34864,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,H21
2022AP34865,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,I9
2022AP34866,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,A17
2022AP34867,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,A9
2022AP34868,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,J21
2022AP34869,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,J5
2022AP34870,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,A1
2022AP34871,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,F17
2022AP34872,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,E33
2022AP34873,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,G37
2022AP34874,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,A25
2022AP34875,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,F11
2022AP34876,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I33
2022AP34877,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,C9
2022AP34878,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,C33
2022AP34879,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,J11
2022AP34880,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,B13
2022AP34881,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,H7
2022AP34882,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,L33
2022AP34883,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,H1
2022AP34884,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I5
2022AP34885,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,A13
2022AP34886,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,H17
2022AP34887,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,K33
2022AP34888,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,G1
2022AP34889,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,F15
2022AP34890,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,C5
2022AP34891,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,B25
2022AP34892,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,B9
2022AP34893,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,I21
2022AP34894,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,I33
2022AP34895,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,F7
2022AP34896,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,J29
2022AP34897,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,E5
2022AP34898,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I1
2022AP34899,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,B13
2022AP34900,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,C13
2022AP34901,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,E13
2022AP34902,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,L1
2022AP34903,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,L13
2022AP34904,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I17
2022AP34905,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,E25
2022AP34906,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,A1
2022AP34907,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,C5
2022AP34908,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,J5
2022AP34909,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,E5
2022AP34910,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,L37
2022AP34911,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,F25
2022AP34912,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,L53
2022AP34913,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,D21
2022AP34914,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,G17
2022AP34915,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,J37
2022AP34916,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,I9
2022AP34917,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,L21
2022AP34918,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,F29
2022AP34919,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,A1
2022AP34920,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,C9
2022AP34921,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,I29
2022AP34922,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,E9
2022AP34923,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,L17
2022AP34924,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,A9
2022AP34925,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,H15
2022AP34926,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,F33
2022AP34927,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,J9
2022AP34928,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,H5
2022AP34929,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,K29
2022AP34930,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,J25
2022AP34931,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,K33
2022AP34932,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,H49
2022AP34933,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,K5
2022AP34934,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,J7
2022AP34935,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,C29
2022AP34936,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,H1
2022AP34937,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,I1
2022AP34938,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,D17
2022AP34939,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,A13
2022AP34940,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,K1
2022AP34941,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,H41
2022AP34942,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,B3
2022AP34943,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,J15
2022AP34944,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,C21
2022AP34945,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,I37
2022AP34946,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,G25
2022AP34947,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,F7
2022AP34948,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,J17
2022AP34949,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I21
2022AP34950,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,L45
2022AP34951,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,E29
2022AP34952,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,F25
2022AP34953,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,K25
2022AP34954,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,C9
2022AP34955,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,B9
2022AP34956,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,D21
2022AP34957,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,J21
2022AP34958,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,B3
2022AP34959,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,D17
2022AP34960,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,C21
2022AP34961,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,I37
2022AP34962,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,B7
2022AP34963,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,J33
2022AP34964,Day 5,1:00PM-3:00PM,APL100,D5S3,lh526,J3
2022AP34965,Day 5,1:00PM-3:00PM,APL100,D5S3,lh121,G41
2022AP34966,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,I1
2022AP34967,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,A25
2022AP34968,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,J33
2022AP34969,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,I37
2022AP34970,Day 5,1:00PM-3:00PM,APL100,D5S3,lh111,H29
2022AP34971,Day 5,1:00PM-3:00PM,APL100,D5S3,lh325,H29
2022AP34972,Day 5,1:00PM-3:00PM,APL100,D5S3,lh108,E1
2022AP34973,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,D25
2022AP34974,Day 5,1:00PM-3:00PM,APL100,D5S3,lh527,A1
2022AP34975,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,B1
2022AP34976,Day 5,1:00PM-3:00PM,APL100,D5S3,lh512,E5
2022AP34977,Day 5,1:00PM-3:00PM,APL100,D5S3,lh114,D17
2022HS34978,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L15
2022HS34979,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C35
2022HS34980,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,H3
2022HS34981,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A7
2022HS34982,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L11
2022HS34983,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A3
2022HS34984,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I39
2022HS34985,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F15
2022HS34986,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J31
2022HS34987,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L7
2022HS34988,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F3
2022HS34989,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B15
2022HS34990,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G15
2022HS34991,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B19
2022HS34992,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C7
2022HS34993,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J43
2022HS34994,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,F23
2022HS34995,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,H19
2022HS34996,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D31
2022HS34997,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J27
2022HS34998,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A27
2022HS34999,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D15
2022HS35000,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D11
2022HS35001,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L3
2022HS35002,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,E19
2022HS35003,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I31
2022HS35004,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C23
2022HS35005,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A19
2022HS35006,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F11
2022HS35007,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I31
2022HS35008,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A19
2022HS35009,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A23
2022HS35010,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F7
2022HS35011,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,E39
2022HS35012,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G23
2022HS35013,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B31
2022HS35014,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J43
2022HS35015,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,E23
2022HS35016,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G39
2022HS35017,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D27
2022HS35018,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F35
2022HS35019,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L35
2022HS35020,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A3
2022HS35021,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G7
2022HS35022,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I15
2022HS35023,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D11
2022HS35024,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L23
2022HS35025,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C7
2022HS35026,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H15
2022HS35027,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F7
2022HS35028,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A11
2022HS35029,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I15
2022HS35030,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J39
2022HS35031,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C15
2022HS35032,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K27
2022HS35033,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,H23
2022HS35034,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K7
2022HS35035,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K3
2022HS35036,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D23
2022HS35037,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J3
2022HS35038,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L31
2022HS35039,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B35
2022HS35040,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H39
2022HS35041,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H43
2022HS35042,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L47
2022HS35043,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J35
2022HS35044,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C23
2022HS35045,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B11
2022HS35046,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K23
2022HS35047,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G7
2022HS35048,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J39
2022HS35049,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G31
2022HS35050,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A31
2022HS35051,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F23
2022HS35052,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,E7
2022HS35053,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,B19
2022HS35054,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I11
2022HS35055,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H3
2022HS35056,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,E19
2022HS35057,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B23
2022HS35058,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F23
2022HS35059,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,E23
2022HS35060,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D39
2022HS35061,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,H15
2022HS35062,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F31
2022HS35063,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,B23
2022HS35064,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G3
2022HS35065,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J15
2022HS35066,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F27
2022HS35067,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K35
2022HS35068,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D3
2022HS35069,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J51
2022HS35070,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K19
2022HS35071,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G35
2022HS35072,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,E15
2022HS35073,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I23
2022HS35074,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,F11
2022HS35075,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B27
2022HS35076,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C27
2022HS35077,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L43
2022HS35078,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F39
2022HS35079,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D27
2022HS35080,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G27
2022HS35081,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C3
2022HS35082,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,C31
2022HS35083,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G11
2022HS35084,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I51
2022HS35085,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A35
2022HS35086,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,C15
2022HS35087,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I27
2022HS35088,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B7
2022HS35089,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C11
2022HS35090,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F19
2022HS35091,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C3
2022HS35092,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I19
2022HS35093,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H7
2022HS35094,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K27
2022HS35095,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D7
2022HS35096,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J23
2022HS35097,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K3
2022HS35098,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,C7
2022HS35099,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,B11
2022HS35100,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I35
2022HS35101,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H23
2022HS35102,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H27
2022HS35103,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K43
2022HS35104,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A27
2022HS35105,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I3
2022HS35106,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,E27
2022HS35107,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I43
2022HS35108,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L19
2022HS35109,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H35
2022HS35110,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,C3
2022HS35111,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G3
2022HS35112,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D15
2022HS35113,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F3
2022HS35114,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,E7
2022HS35115,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J3
2022HS35116,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H47
2022HS35117,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I7
2022HS35118,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J15
2022HS35119,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,F7
2022HS35120,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J31
2022HS35121,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K23
2022HS35122,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J19
2022HS35123,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D31
2022HS35124,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L47
2022HS35125,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,E15
2022HS35126,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G35
2022HS35127,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D19
2022HS35128,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H7
2022HS35129,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A15
2022HS35130,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,F35
2022HS35131,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,C15
2022HS35132,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K39
2022HS35133,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,E31
2022HS35134,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K35
2022HS35135,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B39
2022HS35136,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,E23
2022HS35137,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,F35
2022HS35138,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,J23
2022HS35139,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G15
2022HS35140,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D15
2022HS35141,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I3
2022HS35142,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,C27
2022HS35143,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L15
2022HS35144,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,I7
2022HS35145,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B23
2022HS35146,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,C31
2022HS35147,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L3
2022HS35148,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K51
2022HS35149,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B35
2022HS35150,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A23
2022HS35151,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B7
2022HS35152,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A3
2022HS35153,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L19
2022HS35154,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A15
2022HS35155,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G19
2022HS35156,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,E35
2022HS35157,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,A23
2022HS35158,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D35
2022HS35159,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K47
2022HS35160,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,H43
2022HS35161,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J11
2022HS35162,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,D23
2022HS35163,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,F27
2022HS35164,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G15
2022HS35165,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G27
2022HS35166,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,J47
2022HS35167,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D35
2022HS35168,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K11
2022HS35169,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G23
2022HS35170,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,H11
2022HS35171,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,G3
2022HS35172,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,B19
2022HS35173,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,E15
2022HS35174,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K39
2022HS35175,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,A11
2022HS35176,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,B3
2022HS35177,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G31
2022HS35178,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,L27
2022HS35179,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G19
2022HS35180,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,L23
2022HS35181,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,K31
2022HS35182,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D27
2022HS35183,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G27
2022HS35184,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G43
2022HS35185,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D3
2022HS35186,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A11
2022HS35187,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,K19
2022HS35188,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh114,F27
2022HS35189,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,G23
2022HS35190,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,D7
2022HS35191,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,A7
2022HS35192,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh325,I23
2022HS35193,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,D19
2022HS35194,Day 5,1:00PM-3:00PM,HSL800,D5S3,lh121,G19
